,Player,Avg Runs (Last 4 Years),Avg SR (Last 4 Years),Avg Runs (Last 4 Matches),Avg SR (Last 4 Matches),Role,Team,Avg Wicket (Last 4 Years),Avg Econ (Last 4 Years),Avg Wickets (Last 4 Matches),Avg Econ (Last 4 Matches),Avg Catches (Last 4 Years),Bowling Type,Total_Matches,rvb_Aaron Hardie,rvb_Abrar Ahmed,rvb_Adam Zampa,rvb_Adil Rashid,rvb_Agha Salman,rvb_Aiden Markram,rvb_Arshdeep Singh,rvb_Axar Patel,rvb_Azmatullah Omarzai,rvb_B Sami,rvb_Ben Dwarshuis,rvb_Brydon Carse,rvb_C Connolly,rvb_Corbin Bosch,rvb_Daryl Mitchell,rvb_F Zaman,rvb_Faheem Ashraf,rvb_Farid Malik,rvb_Fazalhaq Farooqi,rvb_Glenn Maxwell,rvb_Glenn Phillips,rvb_Gulbadin Naib,rvb_Gus Atkinson,rvb_Hardik Pandya,rvb_Haris Rauf,rvb_Harry Brook,rvb_Heinrich Klaasen,rvb_Ibrahim Zadran,rvb_Jacob Duffy,rvb_Jamie Overton,rvb_Joe Root,rvb_Jofra Archer,rvb_Kagiso Rabada,rvb_Kamran Ghulam,rvb_Kane Williamson,rvb_Keshav Maharaj,rvb_Khushdil Shah,rvb_Kuldeep Yadav,rvb_Kyle Jamieson,rvb_Liam Livingstone,rvb_Lungi Ngidi,rvb_MR Hossain,rvb_Marco Jansen,rvb_Mark Chapman,rvb_Mark Wood,rvb_Marnus Labuschagne,rvb_Matt Henry,rvb_Matthew Short,rvb_Mehidy Hasan Miraz,rvb_Michael Bracewell,rvb_Mitchell Santner,rvb_Mohammad Hasnain,rvb_Mohammad Mahmudullah,rvb_Mohammad Nabi,rvb_Mohammed Shami,rvb_Mushfiqur Rahim,rvb_Mustafizur Rahman,rvb_Nahid Rana,rvb_Najmul Hossain Shanto,rvb_Nangeyalia Kharote,rvb_Naseem Shah,rvb_Nasum Ahmed,rvb_Nathan Ellis,rvb_Nathan Smith,rvb_Naveed Zadran,rvb_Noor Ahmad,rvb_Rachin Ravindra,rvb_Rahmanullah Gurbaz,rvb_Rahmat Shah,rvb_Rashid Khan,rvb_Rassie van der Dussen,rvb_Ravindra Jadeja,rvb_Saqib Mahmood,rvb_Sean Abbott,rvb_Shaheen Shah Afridi,rvb_Shreyas Iyer,rvb_Soumya Sarkar,rvb_Spencer Johnson,rvb_Steven Smith,rvb_Tabraiz Shamsi,rvb_Tanveer Sangha,rvb_Tanzim Sakib,rvb_Taskin Ahmed,rvb_Tawhid Hridoy,rvb_Temba Bavuma,rvb_Travis Head,rvb_Varun Chakravarthy,rvb_Virat Kohli,rvb_Washington Sundar,rvb_Wiaan Mulder,rvb_William O'Rourke,wvi_Aaron Hardie,wvi_Abrar Ahmed,wvi_Adam Zampa,wvi_Adil Rashid,wvi_Agha Salman,wvi_Aiden Markram,wvi_Arshdeep Singh,wvi_Axar Patel,wvi_Azmatullah Omarzai,wvi_B Sami,wvi_Ben Dwarshuis,wvi_Brydon Carse,wvi_C Connolly,wvi_Corbin Bosch,wvi_Daryl Mitchell,wvi_F Zaman,wvi_Faheem Ashraf,wvi_Farid Malik,wvi_Fazalhaq Farooqi,wvi_Glenn Maxwell,wvi_Glenn Phillips,wvi_Gulbadin Naib,wvi_Gus Atkinson,wvi_Hardik Pandya,wvi_Haris Rauf,wvi_Harry Brook,wvi_Heinrich Klaasen,wvi_Ibrahim Zadran,wvi_Jacob Duffy,wvi_Jamie Overton,wvi_Joe Root,wvi_Jofra Archer,wvi_Kagiso Rabada,wvi_Kamran Ghulam,wvi_Kane Williamson,wvi_Keshav Maharaj,wvi_Khushdil Shah,wvi_Kuldeep Yadav,wvi_Kyle Jamieson,wvi_Liam Livingstone,wvi_Lungi Ngidi,wvi_MR Hossain,wvi_Marco Jansen,wvi_Mark Chapman,wvi_Mark Wood,wvi_Marnus Labuschagne,wvi_Matt Henry,wvi_Matthew Short,wvi_Mehidy Hasan Miraz,wvi_Michael Bracewell,wvi_Mitchell Santner,wvi_Mohammad Hasnain,wvi_Mohammad Mahmudullah,wvi_Mohammad Nabi,wvi_Mohammed Shami,wvi_Mushfiqur Rahim,wvi_Mustafizur Rahman,wvi_Nahid Rana,wvi_Najmul Hossain Shanto,wvi_Nangeyalia Kharote,wvi_Naseem Shah,wvi_Nasum Ahmed,wvi_Nathan Ellis,wvi_Nathan Smith,wvi_Naveed Zadran,wvi_Noor Ahmad,wvi_Rachin Ravindra,wvi_Rahmanullah Gurbaz,wvi_Rahmat Shah,wvi_Rashid Khan,wvi_Rassie van der Dussen,wvi_Ravindra Jadeja,wvi_Saqib Mahmood,wvi_Sean Abbott,wvi_Shaheen Shah Afridi,wvi_Shreyas Iyer,wvi_Soumya Sarkar,wvi_Spencer Johnson,wvi_Steven Smith,wvi_Tabraiz Shamsi,wvi_Tanveer Sangha,wvi_Tanzim Sakib,wvi_Taskin Ahmed,wvi_Tawhid Hridoy,wvi_Temba Bavuma,wvi_Travis Head,wvi_Varun Chakravarthy,wvi_Virat Kohli,wvi_Washington Sundar,wvi_Wiaan Mulder,wvi_William O'Rourke
87,Rohit Sharma,35.44,112.77,26.0,108.0,BAT,IND,0.01,0.15,0.0,0.0,0.4,0,230.0,,,1.0202702702702702,1.125,,,,,1.9166666666666667,,,2.0,,,1.875,,0.0,1.5625,1.4666666666666666,1.2830188679245282,,0.0,,,1.4516129032258065,,,,1.619047619047619,,0.0,0.7916666666666666,0.7642857142857142,,,1.1176470588235294,,0.4666666666666667,0.0,1.5625,1.3636363636363635,,0.0,,0.925,0.0,1.0,,1.103448275862069,0.0,1.1472081218274113,0.0,1.375,0.0,,,1.1914893617021276,,,,0.8,0.0,,,,,,,,1.7307692307692308,,,,0.0,0.8333333333333334,,0.0,,,0.9242424242424242,0.0,0.0,0.9361702127659576,,,1.3703703703703705,,,,,,,,0.3571428571428571,0.3636363636363636,,,,,0.3333333333333333,,,0.0,,,0.0,,0.0,0.0,0.5,0.2857142857142857,,0.0,,,0.4,,,,0.0,,0.0,0.2,0.4285714285714285,,,1.0,,0.0,1.0,0.0,0.6,,0.0,,0.2,0.0,0.2857142857142857,,0.0,1.0,0.2,0.0,0.2,0.0,,,0.1333333333333333,,,,0.0,0.0,,,,,,,,0.5,,,,0.5,0.5714285714285714,,1.0,,,0.0,0.0,0.5,0.0,,,0.0,,,,,
88,Ryan Rickelton,23.06,107.93,45.75,110.39,WK,SA,0.0,0.0,0.0,0.0,0.7,,7.0,,0.0,,,0.0,,1.1304347826086956,,0.0,,,,,,,,,,0.9565217391304348,,,1.0666666666666669,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.7692307692307693,,,,,,,0.0,,,,,0.0,,,,0.8333333333333334,,,1.1333333333333333,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,1.0,,0.5,,0.0,,,,,,,,,,0.0,,,0.0,,0.3333333333333333,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,1.0,,,,
89,Salman Agha,27.1,90.89,60.0,107.12,ALL,PAK,0.46,3.8,0.25,5.28,0.5,spinners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Saqib Mahmood,4.5,62.56,2.25,37.5,BOWL,ENG,1.5,7.85,0.75,6.51,0.1,medium pacers,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,
91,Saud Shakeel,26.42,86.79,22.75,66.01,BAT,PAK,0.07,0.88,0.0,0.0,0.3,spinners,19.0,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,0.4,,0.0,,0.0,,,,0.0,,,,0.0,,,0.6875,,,,,,,,,0.0,,,0.0,1.6363636363636365,,,0.0,,,,,,,0.0,,,1.0,,,,,,0.0,,,,0.0,0.0,,,0.0,1.0,0.0,,,,,,,,,1.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,1.0,0.5,,0.0,,0.0,,,,0.0,,,,0.0,,,0.5,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,0.0,,,1.0,,,,,,1.0,,,,0.0,1.0
92,Sean Abbott,15.5,89.72,16.25,63.39,BOWL,AUS,1.37,7.03,1.25,5.82,0.5,,28.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,0.0,,,0.45,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.7692307692307693,,,,,,0.7894736842105263,,,,,,,,,,,0.0,,,1.303030303030303,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,0.0,0.4,,,,,,,0.5,0.0,,,1.0,,0.0,,,0.0,,0.0,,0.0,,1.0,0.0,,,,0.0,,,0.4,,,,,,0.0,,,,,,,,,,,1.0,,,0.6,,,0.0,,0.0,,,,,,,,,,,
93,Sediqullah Atal,21.08,75.76,39.25,85.87,BAT,AFG,0.0,0.0,0.0,0.0,0.6,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
94,Shaheen Shah Afridi,7.91,95.28,6.25,48.8,BOWL,PAK,1.66,6.91,1.25,6.91,0.3,fast pacers,64.0,0.0,,1.6,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,0.0,,0.4,0.0,,,0.0,,0.0,,,,,,,,,0.0,1.0,,0.0,,1.0,0.0,,,,,,,,0.0,0.5,,,,,0.0,,1.0,,,1.0,,,0.0,0.6666666666666666,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.5,,,,0.5,,,1.0,,0.0,,0.0,,,,0.0,,0.6666666666666666,,,,,,,,,,,
95,Shreyas Iyer,37.42,104.9,48.75,81.25,BAT,IND,0.0,0.3,0.0,0.0,0.4,0,67.0,0.0,,0.9710144927536232,0.0,,1.25,,,0.0,,0.0,,,,0.0,,,,0.0,1.3157894736842106,0.0,,,,0.9629629629629628,,,,,0.0,,0.0,0.631578947368421,,,0.7613636363636364,,,0.7659574468085106,0.0,0.9230769230769232,,1.6571428571428573,,1.391304347826087,,0.8235294117647058,0.0,1.36,0.6956521739130435,0.8880597014925373,,0.0,,0.0,,0.84375,,,,,0.78125,0.0,,,,1.318181818181818,,,0.0,,,,0.0,0.0,,1.5625,0.0,,1.2282608695652173,1.2727272727272727,,0.0,,,,,,,0.0,1.625,0.0,,0.25,0.0,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,0.3333333333333333,0.0,,,,0.5,,,,,0.0,,0.3333333333333333,0.0,,,0.0,,,0.0,0.0,0.8333333333333334,,0.1666666666666666,,0.5,,0.0,0.0,1.0,0.0,0.0769230769230769,,0.0,,0.0,,0.0,,,,,0.0,1.0,,,,0.0,,,0.0,,,,1.0,0.0,,0.5,0.0,,0.2,0.3333333333333333,,0.0,,,,,,,0.0,1.0
96,Shubman Gill,45.82,101.83,39.25,67.01,BAT,IND,0.0,0.29,0.0,0.0,0.6,0,52.0,,,0.7872340425531915,,,,,,,,,,,,1.0,,0.8666666666666667,,0.0,0.0,0.0,,,,0.6111111111111112,,,,0.0,,,,0.625,,,0.0,,,0.9333333333333332,,0.8181818181818182,,1.25,,,,0.7560975609756098,0.0,1.0,1.489795918367347,1.1239669421487604,,,,,,1.4375,,,,0.6470588235294118,0.7115384615384616,,,,,0.0,,,,,,,1.0674157303370786,1.146341463414634,,,0.6875,,,,0.0,,,,,,,,,,,,0.5,,,,,,,,,,,,0.2,,0.0,,0.0,0.0,0.0,,,,0.5,,,,0.0,,,,0.6666666666666666,,,1.0,,,0.0,,0.5,,0.0,,,,0.2857142857142857,0.0,0.5,0.1428571428571428,0.1,,,,,,0.0,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.5,,,0.0,,,,0.0,,,,,,,,,
97,Soumya Sarkar,19.02,83.72,31.75,73.87,BAT,BAN,0.24,3.84,0.0,1.5,0.5,spinners,150.0,,,,,,,0.0,,0.9,,,,,,,,,,1.03125,,0.0,0.0,,0.0,0.0,,,,1.0625,,,0.0,1.1153846153846154,,0.0,,,0.0,0.5625,,0.0,,,,0.0,,0.95,,,0.0,0.8055555555555556,0.0,,0.8,1.3076923076923077,,,,,,0.0,,,,,,0.4666666666666667,,,0.1875,,0.0,,,0.0,,,,,,,,,,,,,,0.96,,1.148148148148148,,,,,,,1.0,,0.5,,,,,,,,,,0.0,,0.0,0.0,,1.0,0.0,,,,0.0,,,1.0,0.5,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.6,,,0.0,0.1666666666666666,0.0,,0.1666666666666666,0.0,,,,,,0.5,,,,,,0.0,,,1.0,,0.0,,,0.3333333333333333,,,,,,,,,,,,,,0.25,,1.0
98,Spencer Johnson,,,3.0,25.0,BOWL,AUS,1.33,8.42,1.5,6.62,0.0,fast pacers,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Steven Smith,29.02,88.23,31.5,82.76,BAT,AUS,0.0,0.0,0.0,0.0,0.5,,168.0,,,,0.7142857142857143,,0.0,0.0,1.0454545454545454,0.0,,,0.7619047619047619,,,0.0,,,,,,0.0,,,1.0674157303370786,0.85,,,,,,0.625,0.6071428571428571,0.9772727272727272,,,0.7647058823529411,,0.8571428571428571,0.0,0.0,0.95,,0.0,,0.8133333333333334,,1.09375,,0.0,,0.6829268292682927,0.9444444444444444,,0.0,1.0113636363636365,,0.6428571428571429,,,,0.8888888888888888,1.2222222222222223,,,,0.0,0.0,,,0.0,,1.0671140939597314,,,0.5652173913043478,,0.0,,,0.6790123456790124,,,0.0,,,,0.0,0.0,0.8666666666666667,0.0,,,,,0.4,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,1.0,,,0.4166666666666667,0.6666666666666666,,,,,,0.5,0.2,0.1,,,0.0,,0.2222222222222222,0.0,0.5,0.1666666666666666,,0.0,,0.3333333333333333,,0.0,,0.0,,0.5,0.5,,0.0,0.4285714285714285,,0.5,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,0.1111111111111111,,,0.0,,0.0,,,0.3333333333333333,,,0.0,,,,0.0,0.0,0.3333333333333333,0.0,
100,Tabraiz Shamsi,1.82,36.31,3.5,76.88,BOWL,SA,1.55,6.85,0.25,6.32,0.1,spinners,55.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,,1.0,,,,,,,,,,,,,
101,Tanveer Sangha,,,2.0,45.31,BOWL,AUS,1.29,8.91,0.75,6.91,0.1,,10.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
102,Tanzid Hasan,20.75,84.08,15.0,87.5,BAT,BAN,0.0,0.0,0.0,0.0,0.3,,23.0,,,,,,,0.9375,0.0,0.0,,,,,,,,,,0.6666666666666666,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,1.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.2,,,,0.0,0.3333333333333333,,,,,,,,,1.0,,,,,1.0,0.0,,,,0.5,,1.0,,0.0,,,1.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,0.0,,1.0,1.0,,,,,,,,,,,,,0.0,1.0,,
103,Tanzim Sakib,6.46,83.03,17.75,74.01,BOWL,BAN,1.38,7.33,1.0,8.6,0.4,,10.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0
104,Taskin Ahmed,6.54,75.54,3.75,33.33,BOWL,BAN,1.33,6.54,1.75,5.19,0.1,medium pacers,79.0,,,0.0,1.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,0.8823529411764706,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.4615384615384615,,,,0.2142857142857142,,,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.1666666666666666,,,,,,,0.5,0.0,,,0.0,,0.0,0.3333333333333333,0.0,0.0,,0.0,,0.0,,0.25,,,,0.4,,,0.0,,,,,,,,,,,,,0.0,,,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,,,,,0.0,,,,,,,0.0,,0.0,,0.0
105,Tawhid Hridoy,27.55,102.71,31.25,58.16,BAT,BAN,0.0,0.19,0.0,0.0,0.2,,35.0,,,0.8928571428571429,0.8604651162790697,,,0.0,0.6176470588235294,1.2903225806451613,0.0,,,,,,,0.0,0.0,1.1176470588235294,0.0,,0.0,,1.2941176470588236,0.0,0.2666666666666666,,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.2666666666666666,0.52,,,1.0238095238095235,0.0,,,,,0.0,,,,,,,0.0,,,0.5344827586206896,,0.3235294117647059,,0.0,0.0,,,,,,0.4705882352941176,,,,,0.0,1.368421052631579,,0.0,,0.7575757575757576,,,0.0,0.0,,,0.0,0.5,0.25,0.0,,,,,,,0.0,0.0,0.25,0.0,,1.0,,0.0,1.0,0.0,,,0.0,,,0.0,1.0,,,0.0,,0.5,,1.0,,,0.0,,0.0,,0.0,,,1.0,0.6666666666666666,,,0.0,1.0,,,,,0.3333333333333333,,,,,,,0.0,,,0.5,,0.0,,0.0,0.0,,,,,,0.0,,,,,0.0,0.3333333333333333,,0.0,,0.0
106,Tayyab Tahir,21.0,125.28,11.75,150.45,BAT,PAK,0.0,0.0,0.0,0.0,0.4,,8.0,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,0.6521739130434783,,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,1.0,,,,1.0,,,,0.5,0.0,,1.0,,,,,,,,,,0.0,,,0.0,,,0.5,,,,,,,,,,,,,,,,,,,,,0.0
107,Temba Bavuma,26.83,80.23,54.0,81.89,BAT,SA,0.0,0.05,0.0,0.0,0.5,spinners,47.0,0.0,0.0,0.7413793103448276,1.346938775510204,0.0,,0.0,1.0454545454545454,0.9411764705882352,,,,,,,,0.625,0.0,0.6956521739130435,0.0,,1.0689655172413792,,2.0,1.3076923076923077,,,,,,1.0,0.8709677419354839,,,,,0.0,,0.9,,,,,,0.0,,0.8571428571428571,0.0,0.8,1.0,0.0,0.9655172413793104,,0.6976744186046512,0.0,,0.4705882352941176,,,,0.7272727272727273,0.0,0.8,,0.0,0.0,,,,0.8125,,0.8636363636363636,0.0,0.9148936170212766,0.8709677419354839,,0.0,,,,0.0,,0.64,,,0.0,,,0.0,,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,,1.0,0.2,0.3333333333333333,,,,,,,,0.0,0.0,0.0,1.0,,0.0,,0.0,0.2,,,,,,0.0,0.25,,,,,0.0,,0.0,,,,,,0.3333333333333333,,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,,0.4,1.0,,0.0,,,,0.5,0.0,0.0,,0.0,0.0,,,,0.0,,0.3333333333333333,0.0,0.2,0.1428571428571428,,0.0,,,,1.0,,0.1666666666666666,,,0.0,,,0.0,,0.0
108,Tom Banton,14.5,109.44,32.75,128.3,BAT,ENG,0.0,0.0,0.0,0.0,0.7,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,1.4705882352941178,,,,,,,,0.0,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,0.8571428571428571,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,
109,Tom Latham,30.22,75.76,47.75,83.96,WK,NZ,0.0,0.0,0.0,0.0,0.9,,154.0,,0.0,0.9714285714285714,0.8939393939393939,0.8148148148148148,,1.4285714285714286,0.7472527472527473,1.4705882352941178,,,0.0,,,,,0.8,,0.0,0.7916666666666666,,0.0,0.0,0.7563025210084033,1.2105263157894737,,0.0,,,,0.0,0.5238095238095238,0.0714285714285714,,,0.0,0.9444444444444444,1.0476190476190477,,,0.0,1.103448275862069,0.0,,1.3103448275862069,,,,1.0,,,,0.7777777777777778,0.0,0.4166666666666667,,1.0070422535211268,0.5294117647058824,0.8125,,0.9791666666666666,0.0,,,,,,,,0.7058823529411765,,0.8695652173913043,,0.0,0.8979591836734694,,1.1842105263157894,,0.0,1.2272727272727273,,0.0,1.380952380952381,,,,,,0.6857142857142857,0.0,,,0.0,0.5,0.1666666666666666,0.0,,0.0,0.2857142857142857,0.0,,,0.0,,,,,0.5,,0.0,0.3333333333333333,,0.0,0.0,0.0,0.4,,0.0,,,,0.0,0.0,0.4,,,0.0,0.0,0.375,,,0.0,0.0,0.5,,0.0,,,,0.2222222222222222,,,,0.0,0.0,0.1428571428571428,,0.25,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.5,,0.5,0.3333333333333333,,0.1666666666666666,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,
110,Tony de Zorzi,38.9,95.03,23.25,105.06,BAT,SA,0.0,0.0,0.0,0.0,0.0,,14.0,,0.0,,,0.0,,0.6382978723404256,0.8333333333333334,1.0,,,,,,,,,,0.5333333333333333,,,,,,0.0,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,0.75,,,,,,,0.9,,,,0.0,,,,,0.0,,,,,1.0961538461538465,,,,,,,,,,,,,,0.6153846153846154,,,,0.3333333333333333,,,1.0,,0.6666666666666666,0.0,0.0,,,,,,,,,,0.3333333333333333,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,0.0,,,,0.0,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,0.0,,
111,Travis Head,43.8,133.15,30.5,121.42,BAT,AUS,0.24,1.69,0.0,1.5,0.2,0,71.0,,,,1.0266666666666666,,1.0888888888888888,1.6111111111111112,0.9090909090909092,0.0,,,1.5277777777777777,,,,,0.0,,1.6470588235294117,,0.0,,,1.805555555555556,1.588235294117647,,,,,,0.7804878048780488,1.3461538461538465,1.1272727272727272,,0.4444444444444444,0.0,0.0,1.1477272727272727,,1.1904761904761905,1.0,0.0,1.5593220338983051,,1.1176470588235294,,1.7727272727272727,,,,0.8235294117647058,,,0.0,0.72,,0.0,,,,,,,,,0.0,1.625,,,,,1.0,2.125,0.0,1.5135135135135136,,,,,0.0,,0.0,0.0,,,,,,,,,,,,0.125,,0.0,0.0,0.4,0.0,,,0.8,,,,,0.5,,0.0,,1.0,,,0.5,0.3333333333333333,,,,,,0.2,0.4,0.375,,0.0,0.5,0.0,0.0,,0.0,0.2857142857142857,1.0,0.1666666666666666,,0.2857142857142857,,0.0,,,,0.4,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.5,1.0,0.2,,,,,0.6666666666666666,,0.0,0.5,,,,,,,,
112,Tristan Stubbs,25.38,112.34,14.0,74.57,BAT,SA,0.0,0.69,0.0,5.25,0.5,spinners,8.0,0.0,,0.0,0.0,0.0,,2.0,1.0833333333333333,,,,,,,,,,0.32,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,1.0,,,,,0.0,,0.0,0.0,1.0,,0.0,0.5,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.5,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,0.0,1.0,,0.0,,0.0,,,0.0,,1.0,,0.0,,1.0,0.0,,,0.0,,,0.5,1.0,,,,,0.0,,,,
113,Usman Khan,14.67,115.73,14.0,91.25,,,0.0,0.0,0.0,0.0,0.2,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,1.6,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,,0.0,0.0,,,,1.0,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,1.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,0.0
